id,recc tuple
"Apricot-Power-Bars-1948563","Chocolate-Chip-Cookie-Bites-1902504","Shamrock-Cookies-for-St_-Patricks-Day-1521347","Giant-Chocolate-Chip-Cookie-in-a-Skillet-1193049","Almond-Flour-Soft-Baked-Chocolate-Chip-Cookies-1296207","Chocolate-Chip-Cookie-Smores-1905796"
"Paleo-Chocolate-Chip-Scones-1920884","Celebratory-Biscuits-1350166","Coconut-Flour-Bread-983476","Paleo-Strawberry-Cupcakes-2008202","Cinnamon-Snap-Cookies-Simply-Recipes-42442","Easy-Cheese-Puppies-1880298"
"Chocolate-Walnut-Torte-1307587","Chocolate-mousse-cloud-pie-345389","Chocolate-chip-cookies-_dairy-free_gluten-free_-345665","Mexican-Chocolate-Ice-Cream-1537771","Homemade-Starbucks-Orange-Cake-1071563","Strawberry-cupcakes-345383"
"Peanut-Butter-Chocolate-Chip-Cupcakes-1822931","Almond-Butter-Blondies-1825158","Cinnamon-Apple-Cake-1858118","Vegan-Peanut-Butter-Cookies-1651918","Flourless-Peanut-Butter-Chocolate-Chip-Cookies-1234304","Flourless-Peanut-Butter-Chocolate-Chip-Cookies-1746009"
"Energy-Boosting-Smoothie-1027647","Chocolate-Pudding-Snack-Hack-1166682","Banana-Chocolate-Roundup-1068487","The-_Kick-Starter_-Banana_-Yogurt-And-Ginger-Smoothie-1975571","Healthy-Peanut-Butter-Cups-1976418","Chocolate-Peanut-Butter-Fudge-1081255"
"Paleo-Brownies-1574838","Healthy-Extra-Moist-Chocolate-Cake-1550911","Simple-Bread-1696941","Paleo-Bread-_use-this_-1473441","Paleo-Pie-Crust-1432800","THE-BEST-CHOCOLATE-CHIP-COOKIES-IVE-EVER-MADE-1165806"
"5-Ingredient-Peanut-Butter-Energy-Bites-1681481","Best-Ever-Buckeye-Brownies---Most-Pinned-Post-1439268","Hot-Buttered-Cheerios-with-Mini-Chocolate-Morsels-1110693","Peanut-Butter-Cup-Bars-758413","Chocolate-Fudge-Sauce-1046939","Tiger-Butter-Fudge-1354652"
"HOT-FUDGE-PIE-1165311","Brookies-1468298","Best-Cocoa-Brownies-484727","Avocado-Brownies-1508271","Ultimate-Deep-Dish-Brownies-981035","Homemade-Brownie-Mix-683714"
"Chocolate-Oatmeal-No-Bake-Cookies-1573746","Mini-No-Bake-Oatmeal-Cookies-2061265","Basic-Chocolate-Buttercream-Frosting-1119397","Peanut-Butter-Blondies-1026176","Maxines-No-Bake-Cookies-1294846","Best-Ever-NO-BAKE-Cookies-1715983"
"Mini-chocolate-chip-cookie-cups-334732","Fruit-Pizza-1903871","Peanut-butter-pie-334615","Cookie-Dough-Dip-1999466","Creamy-Chocolate-Chip-Cheesecake-Dip-1414504","Stuffing-1267437"
"Slutty-Brownies-With-White-Chocolate-Chips-979647","Chocolate-Chip-Cookie-Bars-1786040","Moms-Oatmeal-Cookies-530822","OMG-Soft-Batch-Chocolate-Chip-Cookies_-Pure-Nirvana_-1687325","OMG-Soft-Batch-Chocolate-Chip-Cookies_-Pure-Nirvana_-977570","Chocolate-Molten-Lava-Cake-1523683"
"Breakfast-Nibbles-with-Chocolate-1570699","No-Cook-Overnight-Chocolate-Chia-Seed-Pudding-2037653","Brownie-Batter-Overnight-Oats-1581310","Chocolate-Chia-Seed-Pudding-1485268","Healthier-Hot-Chocolate-998894","Chocolate-Chia-Seed-Pudding-2041380"
"Oreo-hot-fudge-sauce-308151","Dark-Chocolate-Chili-Truffles-1235804","Classic-Brownies-1547562","Cheesecake-Brownie-1891169","Dark-Chocolate-and-Banana-Omelet-932052","Double-Dark-Chocolate-Shortbread-Cookies-1228477"
"Mini-nutella-tarts-335413","Mini-Meringues-977086","Chocolate-mousse_-french-style-357262","Nutella-Souffles-1072285","Caramelized-white-chocolate-ice-cream-310743","Chocolate-Truffle-Creme-Brulee-1455782"
"Chocolate-cobbler-333888","Native-American-Fry-Bread-1627210","Indian-Fry-Bread-The-Pioneer-Woman-198256","Crock-Pot-Chocolate-Lava-Cake-1414395","Favorite-Pancakes-_without-eggs_-1469339","Chocolate-Cobbler-489852"
"Salted-Caramel-Hot-Chocolate-1895667","Sweet-slow-cooker-hot-chocolate-350891","TWIX-Ice-Cream-Cake-792853","Hot-SMores-Dip-1175403","S_more-Crack-Dip-1193042","Salted-Chocolate-Pots-With-Caramel-Sauce-532457"
"Marshmallow-Cream-Fudge-1837496","Chocolate-Peanut-Butter-Buckeyes-1091182","German-Chocolate-Cake-1825073","Chocolate-Peanut-Butter-Balls-990913","Chocolate-tart-310690","Snickerdoodle-Mug-Cake-1096498"
"Chocolate-Covered-Pretzel-Toffee-485698","Dark-Chocolate-Covered-Butter-Toffee-1035613","Homemade-Toffee-Bits-780979","Pretzel-turtles-349023","Two-Ingredient-Chocolate-Mousse-1398154","Easy-Chocolate-Fudge-1122491"
"Frozen-Almond-Butter-Banana-Bites-677624","Homemade-Fudgecicles-_or-smoothies__-1178651","Salted-Almond-Butter-Freezer-Fudge-1174193","The-best-chocolate-sauce-ever-335848","Deck-the-Ramen-Ball-630989","Microwave-Caramels-1897169"
"Peanut-Butter-Squares-1737041","Better-Than-Reese_s-Peanut-Butter-Cups-1178971","Caramel-Peanut-Butter-Cups-770425","Crispy-Chocolate-Peanut-Butter-Cups-474858","Peanut-Butter-Chocolate-Balls-963450","No-Bake-Chocolate-Peanut-Butter-Bar-1083916"
"Special-Hot-Chocolate-With-Marshmallows-1846569","Strawberry-Balsamic-No-Churn-Ice-Cream-1688428","THE-BEST-CHOCOLATE-TRUFFLES_-1887109","Salted-Chocolate-Pots-With-Caramel-Sauce-532457","Chocolate-Ganache-1504815","Baileys-Truffles-1385861"
"Frozen-Yogurt-Cupcakes-2062000","30-Calorie-Frozen-Yogurt-Cupcakes-575604","Skinny-Chocolate-Fruit-Dip-1187048","Banana-Chocolate-Chip-Pancakes-985990","Banana-Split-Smoothie-Bowl-1584219","Banana-Boats-753925"
"Molten-Chocolate-Lava-Cake-Recipe-That-Everyone-Wants-1517347","Classic-Brownies-1053296","Moelleux-Au-Chocolat-1696662","Chocolate-Lava-Cake-1235517","Carnival-Cruise-Liness-Warm-Chocolate-Melting-Cake-1910410","Carnival-Cruise-Liness-Warm-Chocolate-Melting-Cake-2062121"
"Smores-Truffles-1203910","Smore-Ice-Cream-1262673","Rice-Krispie-Treat-Smores-574329","Dark-Chocolate-Chip-Scones-482101","Chocolate-Cream-Pie-1193448","Smores-Rice-Krispie-Treat-Sandwiches-1214532"
"Mounds-Candy-Bars-1817405","Frozen-Banana-Bites-1348688","Toasted-Coconut-Rice-1624405","Coconut-butter-308283","Coconut-Cupcakes-with-Key-Lime-Icing-1520218","Simple-Paleo-Reeses-Cups-1260395"
"OMGeeee_-Brownies-1714346","OMGeeee_-Brownies-1353806","Brownie-Gooey-Bars-592631","Salted-Caramel-Gooey-Brownies-1100711","4-Ingredient-Fudge-with-Sea-Salt-1426831","Cookie-Dough-Bites-1165941"
"Incredible-3-Ingredient-Nutella-Brownies-679277","3-Ingredient-M_M-Brownies-2027341","Pannenkoeken-2056086","3-Ingredient-Nutella-Brownies-1566271","Speedy-3-ingredient-brownies-and-chinet-giveaway-368158","Fresh-Pasta-Dough-1877634"
"Overnight-Refrigerator-Oatmeal-1586018","Coffee-Oatmeal-1592154","Starbucks-Inspired-Oatmeal-1201429","Cocoa-and-Coffee-Face-Mask-0-1339542","Banana-Chocolate-Chip-Baked-Oatmeal-1309608","Fall-Harvest-Oatmeal-1776514"
"Easy-Nutella-Cupcakes-recipe-4-Ingredients-1008547","Speedy-3-ingredient-brownies-and-chinet-giveaway-368158","Red-Velvet-Brownies-1176776","Incredible-3-Ingredient-Nutella-Brownies-679277","Red-Velvet-Cheesecake-Brownies-1264210","Red-Velvet-Cheesecake-Brownies-1048494"
"Paleo-Raw-Chocolate-Bites-1642112","Coconut-butter-308283","No-Bake-Almond-Joy-Bars-2064709","PMS-Popcorn-1394801","Almond-Joy-Chocolate-Bark-1613557","Almond-Joy-Sipper-_dairy-free_-1734682"
"Chocolate-Peanut-Butter-Crunch-Apple-Snack-Bites-1868328","Lia_s-Butter-Toffee-The-Pioneer-Woman-Cooks-_-Ree-Drummond-41208","Healthy-Peanut-Butter-Cups-1347086","Peanut-Butter-Balls-1541962","Two-Ingredient-Chocolate-Mousse-1398154","Healthy-Homemade-Peanut-Butter-Cups-with-Banana-_-Dark-Chocolate-1598392"
"No-Bake-Almond-Joy-Bars-2064709","Paleo-Raw-Chocolate-Bites-1642112","Coconut-butter-308283","Simple-Paleo-Reeses-Cups-1260395","Almond-Joy-Candy-Bars-575566","Almond-Coconut-Fudge-Recipe-_Paleo_-Primal_-Dairy-Free_-939635"
"Peppermint-Patties-2009228","Creamy-Dreamy-Peppermint-Patties-480400","Mounds-Candy-Bars-1817405","Clean-Eating-Mint-Chocolate-Chip-Ice-Cream-_Video_-895254","Coconut-Cupcakes-with-Key-Lime-Icing-1520218","Peppermint-patties-333749"
"Parisian-Hot-Chocolate-749989","Best-Hot-Chocolate-1298696","Le-Chocolat-Chaud-1897177","Silky-Chocolate-Pudding-1908488","Chocolate-Pudding-1206242","Millionaire_s-Shortbread-2032864"
"Homemade-Peanut-Butter-Cups-1230242","Chocolate-Covered-Peanut-Butter-Balls-1381575","Chocolate-Peanut-Butter-Cups-1662774","Classic-Vanilla-Buttercream-Frosting-1587269","Chocolate-Peanut-Butter-Buckeyes-1091182","Peanut-Butter-Cups-1044173"
"Salted-Caramel-Chocolate-Shortbread-Bars-470421","Millionaire_s-Bars-1131451","Cannabis-Caramels-1103513","Vanilla-Cookies-964625","Sweetened-Condensed-Milk-Cake-1033024","Homemade-Twix-Bars-1060924"
"Simple-brownie-336016","Low-Calorie-Vegan-Chocolate-Sorbet-1599217","The-Best-Chocolate-Buttercream-Frosting-1830710","Chocolate-Brownies-1695985","No-Bake-Cookies-1184785","3-INGREDIENT-HOMEMADE-CHOCOLATE-MILK-1858720"
"How-to-Make-Homemade-Hot-Cocoa-1013967","Perfect-Hot-Cocoa-1436169","Easy-Hot-Cocoa-from-Scratch-1413217","Creamy-Hot-Cocoa-1607114","Chocolate-Ice-Cream-1621964","Perfectly-Fudgy-One-Bowl-Brownies-1899501"
"Smores-Pizza-Roll-Up-1835959","Mini-Smores-Bites-1441573","Rice-Krispies-S_mores-Pinwheels-1251267","BLACKBERRY-CRUMBLE-1590876","The-Best-Banana-Cream-Pie-1315936","Baked-Pears-1065957"
"Chocolate-Banana-Smoothie-985117","The-Best-Chocolate-Smoothie-Energy-Booster-680853","Chocolate-Shake-1974550","Chocolate-Ginger-Chia-Pudding-1038065","Chocolate-Banana-Breakfast-Smoothie-1304020","Whole-30_-Paleo-Chocolate-Ice-Cream-1047354"
